"","X","id","texts","date1","days","from_id","owner_id","post_type","pol"
"9694",16732,623659,"#Славянск

В Славянске санстанция обследовала два пляжа на курорте 

Специалисты провели обследование двух пляжей на территории Славкурорта - пляжи санаториев ""Юбилейный"" и ""Славянский"". По результатам проверки комиссия пришла к заключению, что пляжи готовы к приёму отдыхающих не менее, чем на 90%.

Источник: http://www.6262.com.ua/news/852571","2015-06-10",596,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"10340",17641,8116,"Ставь лайк, если б стрельнул!","2015-07-06",622,-71345889,-71345889,"post","Separatist"
"295",510,1,"Люди,одумайтесь!!!Зачем нам Европа!!!Какого будущего Вы хотите для свои деток,для себя?","2013-12-02",41,-62257094,-62257094,"post","Separatist"
"8670",14956,608257,"#Славянск

Вниманию жителей Славянска! Неотвратимо приближается конечный срок подачи годовой декларации

Согласно нормам Налогового кодекса Украины (далее - НКУ) декларация об имущественном состоянии и доходах подается в контролирующий орган в один из следующих способов по выбору налогоплательщика:

• лично плательщиком или уполномоченным на это лицом;

• направляется по почте с уведомлением о вручении и с описью вложения;

• средствами электронной связи в электронной форме с соблюдением условия относительно регистрации электронной подписи в порядке, определенном законодательством.

При этом следует иметь в виду, что почтовое отправление необходимо осуществить не позднее чем за десять дней до истечения предельного срока подачи декларации (годовая налоговая декларация подается гражданами в срок до 1 мая года, следующего за отчетным), а при представлении в электронной форме - не позднее окончания последнего часа дня, в котором проходит такой предельный срок (п. 49.5 ст. 49 НКУ).

Таким образом, последний срок подачи декларации по 2014:

• лично - 30 апреля 2015;

• средствами электронной связи - 24-00 ч. 30 апреля т.г.

Информационно - коммуникационный отдел Славянской ОГНИ

Источник: http://slavdelo.dn.ua/2015/04/28/vnimaniyu-zhiteley-slavyanska-neotvratimo-priblizhaetsya-konechnyiy-srok-podachi-godovoy-deklaratsii/","2015-04-29",554,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"4395",7679,470940,"#Славянск

Треть личного состава славянской милиции скрылась в неизвестном направлении, - МВД","2014-07-15",266,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"1462",2962,39196,"В Краматорске чемпионат города по каратэ собрал сотню спортсменов (фото, видео)

23 февраля в спортзале ДГМА прошел чемпионат Краматорска по каратэ-шотокан по версии JKS, посвященный Дню защитника Отечества. 

В турнире приняли участие около 100 спортсменов из Краматорска, Изюма, Славянска и Николаевки. Соревнования проходили как среди детей, так и среди взрослых в личном ката (приемы) и кумитэ (поединки).  

http://www.vp.donetsk.ua/sport/kramsport/10446-v-kramatorske-chempionat-goroda-po-karate-sobral-sotnyu-sportsmenov-foto-video.html","2014-02-28",129,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"6867",11621,564813,"#Славянск 

В Славянске прошел новогодний турнир по дзюдо

27 декабря спортивном зале Славянского колледжа Национального авиационного университета состоялся традиционный городской Новогодний турнир по дзюдо среди детей «Round Fight».

Источник: http://slavdelo.dn.ua/2014/12/27/v-slavyanske-proshel-novogodniy-turnir-po-dzyudo/","2014-12-28",432,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"9586",16540,622175,"#Славянск

Декоммунизация: что в Славянске попадает под запрет. Фотопрогулка по городу

Источник: http://slavdelo.dn.ua/2015/06/05/dekommunizatsiya-chto-v-slavyanske-popadaet-pod-zapret-fotoprogulka-po-gorodu/","2015-06-05",591,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"9312",16073,616724,"#Славянск 24.05.2015

Сейчас на Артёма.

Фото: [id100770262|Яна Дашнишвили]","2015-05-24",579,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"9056",15612,612994,"#Славянск #Святогорск
09.05.2015

Спуск венка на воды Северского Донца - дань памяти погибшим при форсировании реки в годы войны.

Фото: [club57195846|СЛАВЯНСК - НАШ ГОРОД]","2015-05-12",567,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"11687",19582,645157,"#Славянск #Краматорск

Страшная смерть на мосту: в Краматорске подросток получил удар тока и упал в Казенный Торец

Тело мальчика достали из реки Казенный Торец сотрудники МЧС. По предварительной информации, ребенок упал с моста, получив удар током.

Источник: http://slavdelo.dn.ua/2015/08/21/strashnaya-smert-na-mostu-v-kramatorske-podrostok-poluchil-udar-toka-i-upal-v-kazennyiy-torets/","2015-08-21",668,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15487",25338,9931,"КНИГА ПАМЯТИ ПОГИБШИХ 2 мая 2014 года в Одессе, издана на средства родственников погибших и неравнодушных одесситов","2016-01-23",823,-71345889,-71345889,"post","Separatist"
"7212",12182,573484,"#Славянск

Горводоканал Славянска в цифрах: долги предприятия – 30 миллионов гривен, тарифы на воду – одни из самых высоких в Украине

Подробнее: http://slavdelo.dn.ua/2015/01/22/gorvodokanal-slavyanska-v-tsifrah-dolgi-predpriyatiya-30-millionov-griven-tarifyi-na-vodu-samyie-vyisokie-v-ukraine/","2015-01-22",457,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16262",26429,695933,"#Славянск

Безработных в Славянске стало больше

За 2015 год услугами Славянского городского центра занятости воспользовалось 6139 человек. Это на 1181 человек больше (23,9%), чем в 2014 году.

Источник: http://slavdelo.dn.ua/2016/02/17/bezrabotnyih-v-slavyanske-stalo-bolshe/","2016-02-17",848,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"10585",18001,633778,"#Славянск

Суетливый город.","2015-07-12",628,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"953",1983,33198,"В Славянске все коммунальные предприятия работают стабильно

В Славянске все коммунальные предприятия работают стабильно. Об этом на аппаратном совещании 28 января доложил начальник УЖКХ Александр Шилов. 

http://www.slavrada.gov.ua/?view=news&newsID=7573","2014-01-29",99,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"13274",21803,661157,"#Славянск 23.10.2105

В Славянске прошел чемпионат области по дзюдо

23 октября 2015 в спортивном зале дзюдо (бывший СК НАУ) проходят соревнования чемпионата Донецкой области по дзюдо среди юношей и девушек 1999-2005 годов рождения.

Подробнее: http://slavdelo.dn.ua/2015/10/23/u-slov-yansku-proyshov-chempionat-oblasti-z-dzyudo/","2015-10-23",731,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15933",26006,692254,"#Славянск

В Славянском районе состоялся семинар

4 февраля в Славянской райгосадминистрации провели семинар ""Внедрение инновационных форм работы. Роль клубных учреждений и органов местного самоуправления в организации культурного обслуживания сельского населения"".

Источник: http://www.6262.com.ua/article/1113406","2016-02-06",837,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"5251",9007,521258,"#Славянск

Новые вакансии Славянского центра занятости, 26.08.2014

«Славянский городской центр занятости информирует о наличии свободных рабочих мест на 26.08.2014: 

  По г.. Славянск: 

  - воспитатель 
- психолог 
- Сестра медицинская 
- экономист 
- портной 
- швея 
- плотник 
- Наладчик автоматов и полуавтоматов 
- дворник 
- электрогазосварщик 
- Слесарь-сантехник 
- Электромонтер по ремонту и обслуживанию электрооборудования 
- токарь 
- Формовщик ручной формовки 
- Редактор и журналист для ведения интернет сайта - 050 5647769 

             Обращаться к Славянский городской центр занятости (пл. Революции, 3 6 этаж) до диспетчера-консультанта. »

Источник: http://slavdelo.dn.ua/2014/08/26/novyie-vakansii-slavyanskogo-tsentra-zanyatosti-3/","2014-08-27",309,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"3998",7166,414948,"#Славянск

Бомбили всю ночь. Утром было затишье. Люди вылезли из подвалов. Сейчас опять частично взрывы.","2014-07-03",254,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12900",21208,657607,"#Славянск

Новая городская избирательная комиссия Славянска сформирована. Опубликован список

Источник: http://slavdelo.dn.ua/2015/10/06/novaya-gorodskaya-izbiratelnaya-komissiya-slavyanska-sformirovana-opublikovan-spisok/","2015-10-06",714,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16491",26713,697648,"[id174748114|Полина Ляпина]: Доставляет ли ""РИА пицца"" пиццу на дом?","2016-02-23",854,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15381",25162,686515,"#Славянск

""Свадебное дежавю"" возвращается.

Видео: [id35107960|Евгения Бирюк]","2016-01-21",821,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15740",25771,690723,"#Славянск

В Славянске прошел турнир по мини-футболу памяти Юрия Морозова 

30 января в спортивном зале коммунального внешкольного учебного заведения «Городская комплексная детско-юношеская спортивная школа» состоялся турнир по мини-футболу среди команд ветеранов спорта, посвященный памяти нашего земляка, тренера-преподавателя по футболу Юрия Алексеевича Морозова. 
 
Источник: http://www.6262.com.ua/news/1106973","2016-02-01",832,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12138",20211,651086,"#Славянск

День города в Славянске ?","2015-09-07",685,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"7061",11956,570635,"#Славянск

Презентация рояля из Эстонии 20 января в славянской школе искусств. 

В Славянске, в школе искусств полным ходом идёт подготовка к презентации рояля подаренного Национальной Оперой Эстонии. Пошиты и вывешены флаги Эстонии и Украины, проходят репетиции музыкальных коллективов.

Источник: http://www.6262.com.ua/news/712636","2015-01-15",450,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"7824",13193,593982,"#Славянск

В Славянске 26000 переселенцев.","2015-03-06",500,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"11541",19406,644151,"#Славянск #Святогорск

В Святогорске 800-тонный памятник Артему может рухнуть в Северский Донец

Главный архитектор Славянска Виталий Кияшко, у подножия второго террикона возле памятника Артему в Святогорске обнаружены подмывы грунта.

Источник: http://slavdelo.dn.ua/2015/08/18/v-svyatogorske-800-tonnyiy-pamyatnik-artemu-mozhet-ruhnut-v-severskiy-donets/","2015-08-18",665,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"9026",15569,6747,"""Укропатриотка"" вообразившая себя журналисткой, оторопела от мнения жителя Днепропетровска","2015-05-11",566,-71345889,-71345889,"post","Separatist"
"8990",15509,6657,"ОФИЦИАЛЬНАЯ ЭМБЛЕМА ПРАЗДНОВАНИЯ 70-й ГОДОВЩИНЫ ПОБЕДЫ!

Эмблема празднования 70-й годовщины Победы в Великой Отечественной войне 1941-1945 годов представляет собой многоцветное изображение знака ордена Отечественной войны 1 степени в обрамлении золотых лавровых ветвей.
Между ветвями расположена золотая надпись: ""70 ЛЕТ""!","2015-05-09",564,-71345889,-71345889,"post","Separatist"
"11947",19948,648680,"Можно ли еще поучаствовать в флеш-мобе который готовят ко дню города?","2015-08-31",678,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"908",1903,32333,"Известный Славянский художник Андрей Кутана принят в члены Национального Союза художников Украины

Художник Андрей Кутана, хорошо известный в Славянске, недавно принят в члены Национального Союза художников Украины. 

http://www.slavrada.gov.ua/?view=news&newsID=7562","2014-01-26",96,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16988",27300,702102,"Славянск скорбит: глубокие соболезнования родителям, родным и близким Максима Горячковского

Приносим глубокие соболезнования Горячковскому Андрею Васильевичу в связи со скоропостижной и трагической кончиной его сына Максима.

Мы скорбим вместе с вами о безвременно ушедшем.
Это большая утрата для всех, мы искренне сочувствуем родителям, всем родным и близким.

Коллектив ООО «Керамические Массы Донбасса»
и АО «Зевс Керамика»

Источник: Славянск Деловой","2016-03-09",869,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"886",1850,32230,"Опрос дня: Что любите больше?","2014-01-25",95,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"7322",12347,576824,"#Славянск

Житель Славянского района снял с соседки золотые серьги, чтобы опохмелиться

Жительница Славянского района стала жертвой разбойного нападения. Золотые украшения у нее отобрал малознакомый сосед, которому нужно было срочно опохмелиться. Женщина долго боялась обратиться в милицию, но со временем все же решилась. Теперь ее обидчик предстанет перед законом. 

Источник: http://slavgorod.com.ua/news/article/1998/","2015-01-30",465,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"9905",17012,626015,"#Славянск

В Славянске троллейбусы начнут ездить дольше 

Начальник троллейбусного парка  Славянска Сергей Иванченко сообщает о том, что планируется добавить поздние маршруты, по крайней мере на Славкурорт.

Сейчас по маршруту №2 троллейбусы ездят до 20:00. Но, в связи с возросшей нагрузкой, планируется продлить работу до 21:00 при нормальных погодных условиях.

Кроме того, всё больше ощущается нехватка единиц транспорта. Запущены два троллейбуса по маршруту №8, добавлены на маршрут №2, но всё равно ощущается нехватка.

""Есть необходимость в приобретении троллейбусов. Все необходимые данные переданы в отдел инвестиций. Мы участвуем во всех возможных программах, другое дело, как они решаются""- сказал Сергей Иванченко.

Источник: http://www.6262.com.ua/news/861550","2015-06-18",604,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"10703",18170,634552,"#Славянск

ГОВОРИ ПРАВИЛЬНО!

 Произносим название родного города правильно – #СлавЯнск!

Славянцы считают свой город самым красивым и передают из поколения в поколение легенду о том, что его имя связано с восторженным восклицанием Екатерины II, проезжавшей наш город: «Славное местечко!»
В действительности, согласно «Карте путешествия Ея Императорского Величества в полуденный край России в 1787 году», путь императрицы Екатерины II прошел несколько западнее города Славянска, через Барвенково, Бахмут и далее на Азов.
Современное название город получил в 1784 году в честь победы славянских народов над турками. 
Название нашего города произошло не от слова «славный», а от слова «СЛАВЯНЕ», поэтому ударение в названии Славянск нужно ставить на конец слова! 

 Жители Славянска – СЛАВЯНЦЫ, а НЕ славяне.

Славяне – общее название народов. Славяне делятся на три основные ветви: восточные (русские, украинцы, белорусы), западные (поляки, чехи, словаки, сербы), южные (болгары, македонцы, хорваты, словенцы).
А жители города Славянска - славянцы

 Нет такого города Славяногорск, есть СВЯТОГОРСК!

#Святогорск – город районного значения, подчинён Славянскому городскому совету города Славянска. До 1964 года посёлок Банное, в 1964-2003 годах – Славяногорск, с 2003 года – Святогорск.","2015-07-15",631,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"204",341,21377,"Подробности смертоносного пожара в Славянске

В субботу, 16 ноября, в микрорайоне Химик произошёл пожар, унесший жизни людей.

http://slavinfo.dn.ua/novosti/podrobnosti-smertonosnogo-pozhara-v-slavyanske","2013-11-19",28,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12973",21306,658094,"#Славянск #Краматорск

В Краматорске закрыли завод

Цементный завод ""Пушка"" прекратил активную производственную деятельность, большинство сотрудников отправлены в Центр занятости.

Источник: http://slavdelo.dn.ua/2015/10/08/v-kramatorske-zakryili-zavod/","2015-10-09",717,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16108",26234,694452,"#Славянск 12.02.2016

Преступления за сутки в Славянске и Славянском районе: сводки на 12 февраля

В полицию обратился 58-летний житель города Краматорска с заявлением о завладении денежных средств из салона автомобиля, который находился по ул. Университетская города Славянска.

Источник: http://slavdelo.dn.ua/2016/02/12/prestupleniya-za-sutki-v-slavyanske-i-slavyanskom-rayone-svodki-na-12-fevralya/","2016-02-12",843,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"18147",28684,711634,"День Вышиванки может стать официальным городским праздником в Краматорске

Любопытный проект решения сессии городского совета появился 8 апреля на официальном сайте горсовета Краматорска: в городе предлагают установить и закрепить дату проведения общегородского ежегодного Дня вышиванки.

Источник: Деловой Славянск","2016-04-10",901,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"36",47,19021,"В исполкоме создают новый отдел

В следующем году в исполкоме планируется создать новую структуру, в обязанности которой войдет подготовка проектов решений для сессий горсовета.

http://tvplus.dn.ua/pg/news/6/full/id=11193;","2013-10-25",3,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"624",1397,28095,"В Донецке пройдет кастинг на шоу «Танцуют все»

В Украине кастинги начнутся уже в феврале 2014 года.
Чтобы принять участие в шоу, нужно заполнить анкету и пройти кастинг.

Отборы пройдут в 19 городах Украины, в том числе и в Донецке. Попробовать свои силы донецкие танцоры смогут 8-9 февраля с 9 до 19 часов, место проведения - Дворец культуры имени В.В. Куйбышева, сообщает Vsemisto.info.

«Танцуют все» - это конкурс талантов для всех, кто думает, что он умеет танцевать, для представителей всех направлений и танцевальных стилей. Ты считаешь, что умеешь танцевать и мечтаешь о большой сцене? Тогда этот проект именно для тебя. Не упусти возможность выступить на сцене самого грандиозного танцевального талант-шоу страны.

http://slavinfo.dn.ua/novosti/v-donetske-proidet-kasting-na-shou-%C2%ABtantsuyut-vse%C2%BB","2014-01-07",77,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16260",26427,695941,"#Славянск

Боеприпасы наших дней и времен Второй Мировой войны обнаружили в Славянском районе 

16 февраля в Славянском районе группами пиротехнических работ были обезврежены взрывоопасные предметы Второй Мировой войны, а также со времен конфликта на Донбассе.

Вблизи села Никольского Славянского района в лесополосе был обнаружен и изъят взрывоопасный предмет: артиллерийский снаряд калибром 76 мм. Подобная находка ждала пиротехников и вблизи поселка Адамовка.

На территории вблизи села Маяки группа пиротехнических работ обнаружила гранату Ф-1, гранату для подствольного гранатомета, гранату РГ-33, противопехотную мину ""Sprengmine 35"", 3 артиллерийских снаряда калибром 76 мм, 5 минометных мин калибром 82 мм, 13 минометных мин калибром 50 мм.

Все найденные боеприпасы были обезврежены в специально отведенном месте. За 16 февраля пиротехники проверили на наличие взрывоопасных предметов 15,46 га территории Донецкой области, где проводилась АТО.

Источник: http://www.6262.com.ua/news/1126187","2016-02-17",848,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"8733",15084,608926,"#Славянск

Поездка в Грузию сформировала для славянских школьников цель в жизни

Делегация славянских школьников вернулась из 8-дневной поездки в Грузию. 30 учеников ООШ №13 и двое сопровождающих отправились туда благодаря украинскому фонду «Жизнь вопреки» и грузинскому правительству. 27 апреля ребята давали свою первую пресс-конференцию в исполкоме родного города.

Источник: http://tvplus.dn.ua/pg/news/8/full/id=14183;","2015-05-01",556,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"13945",22979,670648,"#Славянск

В Харьков на суд и.о. начальника Славянской милиции не приехали потерпевшие из Славянска

Первое заседание Червонозаводского райсуда Харькова по делу в отношении бывшего и.о. начальника горотдела милиции Славянска Александра Давыденко, назначенное на пятницу, 27 ноября, не состоялось.

Источник: http://slavdelo.dn.ua/2015/11/27/v-harkov-na-sud-i-o-nachalnika-slavyanskoy-militsii-ne-priehali-poterpevshie-iz-slavyanska/","2015-11-27",766,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15395",25187,9833,"Любо русской красавице!","2016-01-21",821,-71345889,-71345889,"post","Separatist"
"6052",10282,544145,"#Славянск

Официальное заявление Славянской ОГНИ по поводу получения гражданами писем-приглашений для декларирования доходов, полученных от БФ «Дорога жизни»

В субботу утром, 25 октября, многие жители Славянска обнаружили в своих почтовых ящиках письма-приглашения от ""налоговой инспекции Славянска"" с требованием задекларировать доходы, полученные в виде материальной помощи или продуктовых наборов от Благотворительного фонда «Дорога жизни».

Источник: http://slavinfo.dn.ua/novosti/171915","2014-10-27",370,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"7843",13214,594472,"#Славянск

Видеоопрос: как мужчины Славянска собираются поздравлять женщин с 8 Марта

Накануне прекрасного весеннего праздника, 8 марта, мы поинтересовались у мужчин Славянска, как они будут поздравлять своих родных.

Источник: http://slavdelo.dn.ua/2015/03/07/videoopros-kak-muzhchinyi-slavyanska-sobirayutsya-pozdravlyat-zhenshhin-s-8-marta/","2015-03-07",501,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"11691",19586,645035,"#Славянск 

«Кроме нас самих эту страну никто не изменит», - Алексей Овчинников

Об этом и другом другом нам удалось поговорить с организатором мероприятия «День народження країни», Алексеем Овчинниковым.

Подробнее: http://slavinfo.dn.ua/novosti/314539","2015-08-21",668,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"4223",7457,452585,"#Славянск

Еще одно видео поднятие флага над исполкомом.","2014-07-09",260,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"6798",11484,563877,"#Славянск

В Славянске детям-переселенцам устроили грандиозный праздник. 

В Славянске сегодня для детей, которые переехали из зоны АТО, местные активисты устроили шикарный новогодний утренник, с ростовыми куклами, танцами, Дедом Морозом и подарками.

Источник: http://www.6262.com.ua/news/697303","2014-12-23",427,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"6802",11488,563834,"#Славянск

На блокпостах под Славянском нарядили елки и организовали концерты. (Фото)

Подробнее: http://slavgorod.com.ua/news/article/1826/","2014-12-23",427,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"14742",24315,679773,"На каникулах школьники будут ездить в троллейбусах бесплатно

При содействии городского головы Вадима Ляха проезд для школьников в троллейбусах с 1 по 10 января 2016 будет бесплатным.","2015-12-30",799,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"3886",7010,405002,"#Славянск 01.07.2014

По неофициальной информации на горе Карачун упала телевышка. Высота вышки 222м","2014-06-30",251,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"2946",5605,493,"немного из творчества;)","2014-05-19",209,-71345889,-71345889,"post","Separatist"
"16213",26370,695046,"#Славянск 15.02.2016

Не вернувшимся с войны: в школе Славянска открыли памятные доски в честь памяти воинов-интернационалистов

В Славянске сегодня, 15 февраля, в честь памяти воинов-интернационалистов, погибших в ходе военных действий на территории Афганистана, в СОШ №18 открыли две мемориальные доски.

Источник: http://slavdelo.dn.ua/2016/02/15/ne-vernuvshimsya-s-voynyi-v-shkole-slavyanska-otkryili-pamyatnyie-doski-v-chest-pamyati-voinov-internatsionalistov/","2016-02-15",846,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"16720",26997,699926,"На ближайшей сессии городского совета будет решен вопрос о комиссии, которая лишит Кобзона звания почетного гражданина Славянска

На аппаратном совещании, представителями общественности был поднят вопрос о том, когда же будет создана комиссия, которая будет заниматься присвоением и лишение звания почетного гражданина Славянска?

Источник: Газета Объявлений","2016-03-01",861,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"10813",18337,2603,"Скоро со скуки здохну!","2015-07-19",635,-97212987,-97212987,"post","Neutral or Pro-Ukrainian"
"807",1695,30973,"Тротуары Славянска превратились в «опасное зеркало»

Более-менее серьезные морозы ударили только под Крещение, поэтому водоёмы замерзнуть не успели. Зато буйство погоды в субботу со снегом и дождём и наступившие после морозы в краткий срок покрыли льдом все городские тротуары.

http://slavinfo.dn.ua/novosti/trotuary-
slavyanska-prevratilis-v-«opasnoe-zerkalo»","2014-01-20",90,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"15080",24742,683792,"Анонимно: Чистые дороги. Добрый день. Хочу поделиться своими размышлениями.
Сегодня ехал на работу в Краматорск, по пути встретил два новых грейдера, оба ехали с поднятыми ковшами. К слову, в городе дороги очищены только по нескольким центральным улицам. М-н Артёма вообще не чищен. Перейти перекрёстки пешком возможно только по колено в снегу. 
Вот и хотел узнать, где это наше доблестное КП ""Водопонижение"" неподнимая ковши всех 12-ти грейдеров чистят снег?
Прошу прощение за фото - снимал на моб. телефон из движущегося авто.","2016-01-12",812,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"345",679,24350,"В Славянске стали известны имена лучших предпринимателей 2013 года

В пятницу, 6 декабря, подвели итоги ежегодного конкурса «Предприниматель года». Церемония награждения победителей проходила на Славянском курорте, в санатории «Юбилейным».

http://slavinfo.dn.ua/novosti/v-slavyanske-stali-izvestny-imena-luchshikh-predprinimatelei-2013-goda","2013-12-09",48,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"18277",28829,712469,"С 18 апреля регистрировать место жительства будут в Славянском исполкоме

В связи с передачей функций регистрации (прописки) граждан от миграционной службы местным органам власти в Славянском исполкоме создан новый отдел. Его название - отдел регистрации учета места проживания или пребывания физических лиц.

Как рассказала исполняющая обязанности начальника отдела Наталья Подлатова, пока что новая служба находится в процессе создания. Прием граждан начнется с 18 апреля. Отдел будет заниматься постановкой и снятием с регистрации (пропиской) граждан в Славянске и Святогорске, а также регистрировать временное место проживания вынужденных переселенцев путем постановки штампа в соответствующую справку.

Все информационные материалы относительно перечня документов, необходимых для той или иной процедуры, будут вывешены возле отдела немного позже.

Отдел находится в кабинете №104 на первом этаже исполкома. Телефон — 2-13-75. Время работы — с 8:00 до 17:00.

Источник: Славгород","2016-04-13",904,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"12406",20539,6559,"хочу себе виртуальную путану  ??, ставьте лайки","2015-09-17",695,-97212987,-97212987,"post","Neutral or Pro-Ukrainian"
"11147",18825,639378,"[id19572531|Вова Солдатов]: Найдено удостоверение.","2015-08-01",648,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"6074",10308,544536,"#Славянск

В турецком городе Кемер с 13 по 19 октября проходил 12-й чемпионат мира по пауэрлифтингу и жиму штанги лежа и 1-й чемпионат Европы по пауэрлифтингу среди спортсменов с нарушением зрения. За медали престижных соревнований боролись сильнейшие атлеты из Украины, Ирана, Японии, Турции, России, Чехии, Ливии, Бразилии.

В составе сборной Украины в Кемер под руководством тренеров Игоря Котлярова (ЗТУ) и Алексея Позднухова отправились шесть бывших воспитанников славянской школы-интерната для слепых и слабовидящих детей - Алена Мазурова, Василиса Козырева, Владимир Шаульский, Владимир Драный, Юрий Романюк и Евгений Бабенко.
В Кемере они собрали огромный урожай наград, в большинстве своем - золотых, установив при этом еще и рекорды мира. Здесь постаралась прекрасная половина человечества.
Мазурова завоевала три золотых медали и поставила 3 мировых рекорда, Козырева - три золотых медали и 4 мировых рекорда. Ребята поддержали медальный почин девчонок. Владимир Шаульский - ""золото"" и два ""серебра"", Владимир Драный - два ""золота"" и ""серебро"", Юрий Романюк - два ""золота"" и победа в абсолютном первенстве по коэффициенту Уилкса, Евгений Бабенко ""серебро"" и две ""бронзы"". Молодцы, так держать!
В командном зачете чемпионата мира по пауэрлифтингу и жиму лежа среди мужских сборных пьедестал почета выглядит следующим образом: Иран -1-е место, Украина - 2-е место, Россия - 3-е место. У женщин в числе призеров оказались сборные России - 1-е место, Украины - 2-е место и Турции - 3-е место.

Источник: http://tvplus.dn.ua/pg/news/15/full/id=13173","2014-10-28",371,-43636290,-43636290,"post","Neutral or Pro-Ukrainian"
"11925",19911,6095,"3 месяца. 92 дня. 2208 часов. 132480 минут отдыха. А всё как будто пролетело за 1 день.","2015-08-29",676,-97212987,-97212987,"post","Neutral or Pro-Ukrainian"
"392",838,422,"МЕГА ПРЕДЛОЖЕНИЕ ЗИМЫ!
Приглашаю всех заработать к Новому Году до 100 000 р!
При вложении всего лишь 200 р с QIWI-кошелька или $6.5 с Perfect Money.
Всего одно!!! обязательное приглашение, все переводы автоматически приходят к вам на кошелек, уникальный шахматный маркетинг позволит заработать вам с минимальными усилиями!
Регистрируемся по ссылке и начинаем зарабатывать: http://goo.gl/SHkY2R","2013-12-12",51,224451527,-12892157,"post","Neutral or Pro-Ukrainian"
