"","X","id","texts","date1","days","from_id","owner_id","post_type","pol","name","maidan","capturesep","charle"
"1642",16441,498331,"#Славянск 02.08.2014

? Дневной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-02",214,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",259
"1643",16405,500576,"#Славянск 04.08.2014

? Ночной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-03",215,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",258
"1644",16417,499728,"#Славянск

Несколько номеров такси по Славянску

095-333-33-30 - ""Своё такси"" 
099-333-33-30 - ""Своё такси"" 

099-000-22-09 - ""Лот""
066-321-19-97 - ""Лот""","2014-08-03",215,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",153
"1645",16418,499719,"#Славянск

Вызывала « Свое такси», приехал бус, раскошный салон со столиком внутри и музыкой как на Мираже, по цене 069 службы, я оболдела. Отличная служба!","2014-08-03",215,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",156
"1646",16421,499508,"#Славянск

Табло автовокзала: оперативная информация автовокзала (автостанции) о расписании движения автобусов и его изменения, наличие свободных мест в автобусах.

Подробнее: http://bus.com.ua/cgi-bin/tablo.pl","2014-08-03",215,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",210
"1647",16423,499288,"#Славянск

Мы с малым как раз каждый день на детском. Все нормально. Озера ж водолазы проверяли, вроде все извлекли, что было опасным. Вчера уже народу куча была, даже кукурузу продавали. Так что не переживайте, купаться можно)","2014-08-03",215,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",227
"1648",16426,498908,"#Славянск 03.08.2014

? Дневной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-03",215,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",259
"1649",16376,501662,"#Славянск 05.08.2014

? Ночной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",258
"1650",16377,501647,"#Славянск 

В Славянске восстановлен доступ к госреестрам

Государственная регистрационная служба Украины (Укргосреестр) восстановила доступ пользователей в Единый госреестр юридических и физических лиц-предпринимателей.

Источник: http://tvplus.dn.ua/pg/news/6/full/id=12759;","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",276
"1651",16379,501638,"#Славянск 

ЗЕВС КЕРАМИКА возобновляет работу

Произошедшие в г. Славянск события трех последних месяцев привели к вынужденной остановке производства на заводе «Зевс Керамика». Но, несмотря на возникшие проблемы, команда сотрудников с новыми силами приступила к работе.

Производственные линии восстановлены после полученных повреждений и прошли тестовый пуск. Производство продукции возобновится уже в скором времени после профилактических работ и восстановления коммуникаций.

Улучшая сервис поставок продукции, компания открывает склад в г. Киеве, что в значительной мере упростит и ускорит работу с партнерами из Западного и Центрального региона Украины. Возобновившая работу, железнодорожная станция им. Кожушко, обслуживающая завод «Зевс Керамика», дает возможность приступить к отгрузкам продукции жд транспортом. 

Команда готовит много новых проектов по улучшению деятельности предприятия.","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",898
"1652",16383,501203,"#Славянск 04.08.2014

? Вечерний чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",260
"1653",16389,501137,"#Славянск

Хочешь найти вторую половинку? Друга? или просто хорошо провести время? 

Тогда переходи по ссылке: 
https://vk.com/topic-43636290_30259128.

Не стесняйтесь!)","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",169
"1654",16390,501112,"#Славянск

В Славянске возобновил работу терапевтический корпус по ул. Окт.Революции, 33 

Терапевтический корпус городской больницы №1 по ул. Окт. Революции, 33 снова работает. 

Госпитализация терапевтических и неврологических больных проводится в соответствующие отделения. Работает палата интенсивной терапии.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7979","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",374
"1655",16391,501111,"#Славянск

Пенсионеры Славянская получают пенсию без задержек 

Пенсионеры Славянская не имеют задолженности по выплате пенсий и получают ее вовремя, согласно графику. Елена Литвиненко, начальник управления ПФ в Славянске, сообщила, что банки уже профинансированы на 4 и 5 августа.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7978","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",342
"1656",16392,501108,"#Славянск

Только 4 лифта в Славянске не работают 

В последние годы Славянск был известен как город, в котором работают все лифты. 

Несмотря на трудности, работники лифтового хозяйства делают все возможное, чтобы лифты продолжали работать и надеются, что жители с пониманием отнесутся к напоминанию о необходимости оплаты. 

Григорий Погорелов, директор обслуживающего лифты предприятия «Отис», сообщил, что сегодня в городе не работают только 4 лифта.\

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7977","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",516
"1657",16393,501064,"#Славянск

В Славянске 5 августа будет отключена вода в некоторых районах

Для ремонта аварии на водопроводе в некоторых районах Славянска будет отключена подача воды. Отключение на центральном водоводе планируется провести 5 августа в 16.00. Как сообщает КП «Славгорводоканал» централизованная подача воды прекратся в микрорайонах Северный, Целинный, Артема и частично центре города. Вода будет отключена до окончания работ, примерно на сутки.

Источник: http://slavdelo.dn.ua/2014/08/04/v-slavyanske-5-avgusta-budet-otklyuchena-voda-v-nekotoryih-rayonah/","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",556
"1658",16395,501001,"#Славянск

С 9 августа назначается курсирование поезда №126/125 Киев - Ясиноватая. 

Он будет курсировать ежедневно в составе 14 вагонов (8 плацкартных, 5 купейных и 1 класса люкс). 

Поезд №126 / 125 будет отправляться из Киева с 9 августа в 14:24 и прибывать в Ясиноватой в 5:12.

С Ясиноватой поезд будет отправляться из 10 августа в 18:34, прибытие в Киев в 9:40. 

Маршрут поезда пролегает через станции Скотоватое (18:57), Константиновка (19:36-19:38), Дружковка (19:54-19:56), Краматорск (20:08-20:10), Славянск (20:26 -20:28), Лозовая (21:42-21:44) и Харьков (23:55-0:15).

Источник: http://www.uz.gov.ua/press_center/up_to_date_topic/386630/","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",650
"1659",16396,500993,"#Славянск

ПО «Словьянськтепломережа» продолжает подготовку к отопительному сезону 

Готовы к отопительному сезону 18 котельных. Проложены 600 п.м. труб в пенополиуретановой изоляции. 

Горячая вода подается на детскую больницу г.. Славянская, областной госпиталь для ветеранов войны, детский оздоровительный центр «Изумрудный город», коммунальное предприятие «Областной детско-молодежный санаторно-оздоровительный комплекс« Жемчужина Донетчины »Святогорск.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7976","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",518
"1660",16397,500990,"#Славянск

В Славянске открылся пресс-центр 

31 июля в Славянске, в здании центральной городской библиотеки открылся пресс-центр. Его создание инициировали депутаты, городское руководство эту идею поддержало. 

В открытом пресс-центре состоялась пресс-конференция с участием временно виконуючого обязанности председателя Славянской районной Государственной администрации Андрея Крищенко, начальника сводного отряда ДСНС Украины в Донецкой областии Петра Кисилева, депутата Славянского городского совета Вадима Сухоноса.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7974","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",581
"1661",16399,500982,"#Славянск

Впрочем, в Славянске уборка производиться далеко не везде. В город вернулись далеко не все предприниматели. И, похоже, что мусор возле некоторых магазинов будет дожидаться своих ""хозяев"" довольно долго...","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",215
"1662",16400,500981,"#Славянск

Фото. В Славянске прошел очередной субботник. 

2 августа в Славянске прошел очередной субботник по уборке города. Это мероприятие было, пожалуй, наиболее массовым из череды подобных за последние три недели. На уборку вышли сотрудники предприятий и учреждение города, а также активные жители города. Уборка производилась по всему городу, начиная от центральной площади и до улиц на окраинах Славянска.

Источник: http://slavdelo.dn.ua/2014/08/04/v-slavyanske-proshel-ocherednoy-subbotnik-foto/","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",504
"1663",16401,500978,"#Славянск

Фото. В Славянске пока что «заброшены» все городские кладбища.

В Славянске уже месяц как идут восстановительные работы. Разгребаются завалы, восстанавливается инфраструктура города. Тем не менее, везде успеть невозможно. Те отряды МЧС и волонтеры, которые работают на восстановлении города в первую очередь проводя работы на объектах жилого фонда, социальной инфраструктуры, коммунальных сетях. 

Затем запланированы работы по восстановлению и уборке мест массового скопления людей и других значимых объектов. Кладбища города попали во вторую категорию. Сейчас заниматься уборкой могил, впрочем, не стоит. Большинство мест захоронения еще не до конца проверены пиротехническими группами (саперами) на наличие взрывоопасных предметов, а, по слухам, на кладбищах могут оставаться растяжки. 

Так что сегодня убранными остаются в лучшем случае только центральные аллеи и прилегающая к кладбищам территория…

Стоит отметить, что захоронение умерших в настоящее время проводится на участках, проверенных пиротехническими группами.

Источник: http://slavdelo.dn.ua/2014/08/04/foto-v-slavyanske-poka-chto-zabroshenyi-vse-gorodskie-kladbishha/","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",1147
"1664",16403,500848,"#Славянск 04.08.2014

? Дневной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-04",216,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",259
"1665",16354,502501,"#Славянск 06.08.2014

? Ночной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",258
"1666",16358,502453,"#Славянск

Компания МТС передала сегодня в дар всем волонтерам, кто трудиться над восстановлением приюта 50
карт пополнения счета на 40 грн. каждая. 

Благодарность от всех волонтеров компании МТС и лично Анне Донде!","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",216
"1667",16360,502252,"#Славянск

Ночные взрывы – это разминирование мин и снарядов. Нападений и других военных действий вокруг Славянска нет.

Источник: http://s-plus.com.ua/slavyansk-press-konferenciya-nachalnika-slavyanskogo-gorotdela-milicii-igorya-rybalchenko/","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",242
"1668",16361,502250,"#Славянск

Криминальная обстановка в Славянске возвращается к довоенной – начальник горотдела милиции Игорь Рыбальченко. ВИДЕО.

5 августа состоялась пресс-конференция начальника Славянского городского (по обслуживанию г. Славянска и Славянского района) отдела милиции, полковника милиции Игоря Рыбальченко.

В рамках мероприятия главный милиционер города рассказал о том, как в настоящее время обстоят дела в правоохранительных органах города, о проблемах и о криминогенной ситуации в Славянске.
Так, по его словам, жизнь города возвращается в привычное русло. 

За месяц, прошедший с момента освобождения в Славянске зарегистрировано всего два тяжких преступления - грабеж и убийство (последнее произошло на бытовой почве, подозреваемый задержан). 
В настоящее время в Славянск постепенно восстанавливается нормальная работа правоохранительных органов. 

В здании горотдела завершаются первичные восстановительные работы. В обозримом будущем сотрудникам будет выдано оружие и спецсредства, взамен похищенных при захвате.

Источник: http://slavdelo.dn.ua/2014/08/05/kriminalnaya-obstanovka-v-slavyanske-vozvrashhaetsya-k-dovoennoy-nachalnik-gorotdela-militsii-igor-ryibalchenko-video/","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",1185
"1669",16362,502219,"#Славянск

Больницы Славянска и Краматорска получили гуманитарную помощь на три миллиона гривен

В больницы Славянска и Краматорска Донецкой области, поступила гуманитарная помощь в виде лекарственных средств и изделий медицинского назначения на сумму более трех миллионов гривен.

Источник: http://tvplus.dn.ua/pg/news/6/full/id=12763;","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",336
"1670",16370,501897,"#Славянск

Юрий Павленко подарил службам по делам для детей новую оргтехнику 

Бывший Министр Украины по делам семьи, молодежи и спорта Юрий Павленко подарил районной и городской службам по делам детей новую оргтехнику.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7980","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",280
"1671",16371,501896,"#Славянск

Военные перехватили гуманитарную помощь для ДНР и передали ее Славянску

В Лисичанске бойцы батальона «Донбасс» нашли большой склад с российскими товарами.

Источник: http://slavinfo.dn.ua/novosti/137334","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",214
"1672",16374,501817,"#Славянск 05.08.2014

? Дневной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",259
"1673",16375,501788,"#Славянск 

Правила поведения для населения при жаркой погоде:

 - избегать чрезмерных физических и психоэмоциональных нагрузок в жаркую погоду;

 - людям, страдающим заболеваниями сердечно-сосудистой системы, категорически запрещается находиться под лучами жаркого солнца с 11:00 до 18:00;

 - не злоупотреблять алкоголем, в том числе и пивом, влияние алкоголя на сердечно-сосудистую систему ухудшает состояние человека;

 - отдыхая на природе соблюдать элементарные правила пожарной безопасности, так как в сухую жаркую погоду увеличивается риск возникновения пожаров;

 - во избежание солнечных ожогов в полуденные часы жарких дней большую часть времени необходимо проводить в тени (лучше всего загорать в утренние или в вечерние часы, применяя защитные крема и крема для загара, длительный загар на открытом солнце может привести к солнечным ожогам и к различным заболеваниям кожных покровов);

 В связи с засушливой погодой, существует вероятность возникновения природных пожаров.

 Просим жителей региона быть бдительными и осторожными в обращении с огнем. На отдыхе, на природе необходимо тщательно тушить окурки и спички, не разводить костры, не выжигать траву, не бросать в лесу стеклянную посуду, не оставлять промасленные или пропитанные бензином тряпки.","2014-08-05",217,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",1265
"1674",16305,503471,"#Славянск 07.08.2014

? Ночной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",258
"1675",16307,503441,"#Славянск

Если человек стремится к чему-то всем своим сердцем, он обязательно сумеет добиться того, чего хочет — даже если это кажется невозможным, даже если все окружающие открыто заявляют ему, что это невозможно.","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",215
"1676",16311,503119,"#Славянск

В Славянском краеведческом музее открылись первые послевоенные выставки

На этой неделе в Славянском краеведческом музее открыты две выставки – археологическая и художественная.

Источник: http://slavdelo.dn.ua/2014/08/06/v-slavyanskom-kraevedcheskom-muzee-otkryilis-pervyie-poslevoennyie-vyistavki/","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",310
"1677",16312,503092,"#Славянск

Работает Центр бесплатной психологической помощи 

В нашем городе работает Центр бесплатной психологической помощи. Психологи оказывают эмоциональную поддержку и подсказывают, как преодолеть тот или иной кризисное состояние. Центр бесплатной психологической помощи находится по адресу: пл.Октябрьская Революции, 2 (здание исполкома), кабинет №120. 

Приемные дни: понедельник - пятница. 

Запись на индивидуальные и групповые консультации по тел.: (095) 852-44-53 

Время работы: с 09:00 до 15:00.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7988","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",569
"1678",16316,503034,"ВНИМАНИЕ! Соблюдайте правила!

Уважаемые участники!

За нецензуру, маты, ссылки, спам и рекламу,текст написанный: ""ТАКИМ ОБРАЗОМ"" (Caps lock) - участники будут добавлены в чёрный список!

Спасибо за понимание!","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",209
"1679",16327,502930,"#Славянск

В Славянске повреждено 207 многоэтажных домов, что составляет 30% жилого фонда. 1500 частных домов частично повреждены, а более 200 разрушены полностью.","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",163
"1680",16331,502888,"#Славянск

Источник: http://s-plus.com.ua/dopovid-zastupnika-slovyanskogo-miskogo-golovi-tetyani-malij-na-zasidanni-gromadskoї-radi-pri-vikonavchomu-komiteti/","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",158
"1681",16334,502862,"#Славянск

Как сообщает информационно-аналитический центр СНБО, вчера в результате диверсии повреждена магистральная кабельная линия на участке Ясиноватая – Красный Луч. Без связи остались Дебальцево и Дзержинск, Артемовск, Горловка, Краматорск, Дружковка, Константиновка и Славянск.

По данным Центра, сейчас восстановление сетей связи невозможно из-за боевых действий в этом районе.","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",384
"1682",16335,502861,"#Славянск

Славянское управления газоснабжения и газификации сообщает 

Славянское управления газоснабжения и газификации доводит до сведения всех владельцев многоэтажного жилого фонда, общественных зданий, предприятий бытового и коммунального назначения г.Славянска, что по согласованию с государственной службой горного надзора и промышленной безопасности Украины, начиная с 1.07.2014 года, в период проведения АТО, техническое обслуживание внутридомового газового оборудования на объектах, где установлены только газовые плиты, будет проводиться по заявкам абонентов, а не планово, как это было предусмотрено ранее на 2014 год. 

Контактный телефон службы 66-83-01; прием заявок по телефону 66-83-02.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7993","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",764
"1683",16336,502858,"#Славянск

В Славянске обслуживания людей, которые лишились жилья, и тех, кто приехал из зоны АТО, организовано по принципу единого окна 

Таким образом, в одном месте решается вопрос поселения, обеспечение социальными выплатами, устройство ребенка в детский сад или школу, получение гуманитарной помощи.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7994","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",365
"1684",16338,502848,"#Славянск

Славянск остался без ""ОГО""

Вчера днем в Славянске перестал работать интернет ""ОГО"" от национального оператора связи ""Укртелеком"".

Источник: http://slavinfo.dn.ua/novosti/137381","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",189
"1685",16339,502846,"#Славянск

В Славянске слышны только тренировочные выстрелы

В Славянске не ведется боевых действий. Выстрелы, которые слышны в районе Славкурорт, доносятся со стрельбища военного подразделения, находящегося в этом микрорайоне.

Кроме того, уничтожаются взрывоопасные предметы, найденные на территории города.

Об этом сообщил начальник сводного отряда Государственной службы по чрезвычайным ситуациям Украины Петр Кисилев на пресс-конференции 6 августа.

Пресс-служба Славянского горсовета

Источник: http://slavinfo.dn.ua/novosti/137382","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",538
"1686",16343,502636,"#Славянск

Большая концертная программа на центральной площади Славянска

7 августа в 17.00 на центральной площади города состоится концертная программа «Армия с народом едины». 

В программе концерта - выступление заслуженных артистов Украины и балетной группы Академического ансамбля песни и танца МВД Украины.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7990","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",373
"1687",16344,502635,"#Славянск

Отопительный сезон в Славянске начнется вовремя 

Докладывая на заседании общественного совета о восстановлении инфраструктуры города, заместитель городского головы Татьяна Малой заверила представителей общины: отопительный сезон в Славянске начнется вовремя.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7989","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",331
"1688",16345,502633,"#Славянск

Восстановлением школы № 21 в Семеновке занимается «Ощадбанк». Там практически круглосуточно работают строители. В этой школе будут открыты 2 группы детского сада: один - для дошкольников, одна - разновозрастная.","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",222
"1689",16347,502630,"#Славянск

Городские власти Славянска и Донецкая облгосадинистрация работают в тесном взаимодействии 

5 августа в городском совете состоялось совещание с работниками социальной сферы под председательством заместителя председателя Донецкой облгосадминистрации Елены Петряевой.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7986","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",337
"1690",16348,502627,"#Славянск

Общественный совет Славянска поблагодарила коммунальщикам, спасателям и работникам социальной сферы 

5 августа в Славянской городской совете состоялось заседание Общественного совета.

Источник: http://www.slavrada.gov.ua/?view=news&newsID=7984","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",256
"1691",16352,502548,"#Славянск 06.08.2014

? Дневной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",259
"1692",16353,502531,"Уважаемые абитуриенты!!! 

Добраться с автовокзала или с ж/д вокзала к главному корпусу ДГПУ в г. Славянске Вы можете с помощью автобуса или троллейбуса маршрута №7 (ост. Молодежная)","2014-08-06",218,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",182
"1693",16270,504433,"#Славянск 08.08.2014

? Ночной чат

--------------------------------------------------------------------------------
Уважаемые участники! За мат, оскорбления, провокации, ссылки, спам и рекламу участники будут добавлены в чёрный список! Спасибо за понимание!","2014-08-07",219,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",258
"1694",16275,504238,"СЛАВЯНСКИЙ КОЛЛЕДЖ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ (СЛОВ’ЯНСЬКИЙ ТЕХНІКУМ ЗАЛІЗНИЧНОГО ТРАНСПОРТУ) 

Приглашает на обучение Уважаемые абитуриенты и родители! Начат прием документов с 11 июля до 8 сентября 2014г. на дневную форму обучения; с 16 июля до 15 сентября 2014г. на заочную форму обучения. Лицензия на осуществление образовательной деятельности, сертификаты про аккредитацию соответствующего направления (специальности) Колледж готовит выпускников по следующим специальностям: 

ВНИМАНИЕ!!! У нас открыта новая специальность 5.05090302-Обслуживание и ремонт устройств связи и оргтехники 5.07010501-Техническое обслуживание , ремонт и эксплуатация тягвого подвижного состава 5.07010502-Техническое обслуживание и ремонт вагонов 5.07010504-Техническое обслуживание и ремонт устройств электроснабжения на железной дороге 5.05020204-Обслуживание и ремонт устройств электросвязи на транспорте.

Телефоны для справок: (06262)7-38-58 (06262)7-30-31 моб. МТС 099-132-87-76 Киевстар 067-872-94-20 БЮДЖЕТНЫХ МЕСТ МНОГО!!!","2014-08-07",219,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","after 11 of April 2014",1015
